LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
50000,2,2,37,5819,8044,3469,2121,821,3821,2555,1200,1000,0,3000,0,NO
50000,1,2,32,6701,8770,11312,13112,13394,14176,2200,2700,2000,500,1000,700,NO
50000,1,2,49,6716,7737,8741,8911,8943,9140,1290,1294,464,324,345,500,NO
50000,2,1,70,7052,2105,7358,2912,2881,553,2003,7000,2900,2500,400,0,NO
50000,1,2,28,7240,8264,9273,9609,9657,9927,2644,1153,489,351,431,198,NO
50000,2,2,68,8587,9941,10950,11519,11191,11903,1500,1481,1050,0,903,333,NO
50000,1,2,54,9923,5088,5625,4428,5092,5685,1200,2065,1000,2070,2000,10327,NO
50000,1,2,31,10834,11771,12762,12769,13512,14772,1509,1500,605,1500,1500,3000,NO
50000,1,2,34,10912,10401,20916,20658,9426,8215,2152,1209,1080,438,434,390,NO
50000,1,2,48,11772,13014,11199,12693,10764,10031,1469,1600,2000,0,350,509,NO
50000,1,2,57,12236,13324,14403,15460,15804,16549,1300,1300,1300,600,1000,602,NO
50000,1,2,46,12570,11659,8312,11451,9312,7239,6000,6000,8000,186,0,0,NO
50000,2,2,54,12986,13994,15020,16335,17040,16625,1230,1256,1571,1276,0,624,NO
50000,2,2,42,14814,9631,36631,29150,0,0,10755,36671,583,0,0,0,NO
50000,1,2,68,14937,12171,3847,11117,6479,6187,3027,3858,11139,3009,3016,3008,NO
50000,1,2,22,15519,19520,21103,20101,20402,20132,5000,2300,0,1000,2000,1000,NO
50000,2,2,30,16090,50912,34027,9568,9913,10132,36027,1807,1000,500,400,500,NO
50000,1,2,70,16277,14875,19195,13134,13398,13549,4006,6200,3000,2000,2000,2500,NO
50000,2,2,31,16455,17885,18305,18708,19105,19653,2000,1000,1000,1000,1000,1000,NO
50000,2,2,46,16691,15412,12420,13156,28315,28908,3500,0,1329,29328,1049,1186,NO
50000,1,1,24,17331,17961,18689,19284,19517,19193,1600,1700,1600,1200,1000,1000,NO
50000,1,1,56,17961,18689,19284,19517,19193,18848,1700,1600,1200,1000,1000,1200,NO
50000,2,2,46,18201,26525,12969,13758,14390,16571,14813,1000,1000,1000,3000,1000,NO
50000,2,2,25,18625,19956,5177,2071,0,0,2071,5191,6,0,0,10450,NO
50000,1,2,42,18684,19690,21021,22067,22896,23873,1323,1654,1700,1500,1500,1000,NO
50000,2,1,64,18965,21647,20731,13555,2338,41191,3000,15,587,2338,41191,18957,NO
50000,1,2,49,19267,23553,21507,17827,7655,7881,5000,1700,2000,500,500,500,NO
50000,1,2,37,19839,20231,20142,19920,19722,20437,1328,1315,703,723,1050,668,NO
50000,2,1,53,20173,15509,7085,10358,8606,2740,1500,2008,10358,1000,1000,4438,NO
50000,1,2,28,20472,19077,20094,19559,16795,17233,1700,1641,1600,600,1000,1300,NO
50000,2,2,37,23497,24197,25226,26238,26760,27318,1395,1424,1436,958,989,1128,NO
50000,1,2,59,23553,21507,17827,7655,7881,8248,1700,2000,500,500,500,1000,NO
50000,2,1,60,23996,27087,26372,26992,27693,29237,3500,0,1400,1100,2100,0,NO
50000,2,1,31,25207,25435,0,0,0,0,1000,0,0,0,0,0,NO
50000,2,1,33,25562,33879,33441,32697,33693,33029,10000,2000,1500,3000,1500,9,NO
50000,1,2,67,25932,24924,22599,24613,23922,25481,1800,0,2700,0,2100,0,NO
50000,2,2,41,26239,17824,17615,17956,18091,18259,1300,5869,1000,795,1000,1000,NO
50000,2,2,68,26735,26994,28331,27138,26499,27301,1500,1798,1605,966,1247,1500,NO
50000,2,1,52,27087,26372,26992,27693,29237,28607,0,1400,1100,2100,0,1000,NO
50000,2,1,63,27172,28078,21165,1515,0,0,1390,1650,1000,0,0,0,NO
50000,2,2,60,27245,28300,31900,31090,31837,32555,1800,4400,0,1400,1400,1400,NO
50000,2,2,27,27320,50339,40791,13676,9457,390,27704,5000,13676,9457,14000,568,NO
50000,2,2,50,27788,19742,20672,16336,16921,17489,2000,1600,1000,1000,1000,500,NO
50000,2,2,33,27890,27788,19742,20672,16336,16921,2000,2000,1600,1000,1000,1000,NO
50000,1,2,24,27963,28715,29381,29140,25022,29608,2001,2001,1014,1006,7004,1003,NO
50000,2,2,48,29186,29792,26660,27416,27836,28473,1500,1500,1200,1010,1100,980,NO
50000,1,1,36,29341,27139,13295,14126,12185,8419,1806,1000,1112,366,503,500,NO
50000,1,2,28,30011,35743,34435,30859,27429,24222,7000,416,3000,3000,3000,3000,NO
50000,2,2,70,30344,47000,33034,0,0,0,20002,1000,0,0,0,0,NO
50000,1,2,60,31292,32766,34426,34725,18049,19593,2000,2500,1353,1500,2000,1501,NO
50000,2,2,22,33385,35538,34686,39097,38171,39396,3000,0,5000,0,2000,5000,NO
50000,1,2,33,33715,22824,17144,18104,19205,19014,6600,1900,1500,1500,1500,1500,NO
50000,2,2,30,34069,23196,22883,18069,19273,19929,0,1636,700,1500,1000,500,NO
50000,1,2,34,34500,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,2,62,34695,38561,36086,32945,29348,23570,6013,3011,1019,1019,2015,17,NO
50000,2,1,34,34983,34922,37248,30640,16158,0,1700,3000,1200,2000,0,0,NO
50000,2,2,49,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,NO
50000,1,2,55,35166,29045,15188,7582,7741,7958,1300,1106,1500,281,346,159,NO
50000,2,2,50,35871,36312,35827,32834,29052,28288,5000,5000,5716,3000,2000,1500,NO
50000,2,1,39,37159,30814,27382,28081,28578,29450,1500,1500,1153,1100,1346,960,NO
50000,2,2,58,40246,41679,41688,32806,18609,19793,2128,3000,6000,1000,1500,705,NO
50000,1,2,47,40751,30786,30285,14225,12668,10880,1627,3053,2005,550,400,1000,NO
50000,2,3,29,40901,37962,26566,9866,5386,5651,1600,6207,1465,2200,1000,3000,NO
50000,1,2,53,41974,43210,42368,44553,45679,46275,2200,150,3200,2000,1500,2000,NO
50000,1,2,36,42025,37828,6382,6284,6681,6813,1500,2000,1000,500,243,256,NO
50000,1,2,24,42058,35340,22110,19837,19855,20151,1367,1606,692,709,721,692,NO
50000,2,1,32,42120,41444,33933,28945,28131,27531,1921,1490,1148,2370,0,1179,NO
50000,2,2,61,42207,43517,44330,45404,46363,47630,2000,1800,1800,1700,2000,3700,NO
50000,1,2,48,42509,43565,44530,40206,46538,47311,2041,2006,1632,7177,1701,0,NO
50000,2,2,49,43219,35137,25862,12468,12381,12683,2400,1900,2400,250,500,0,NO
50000,2,2,32,43627,39981,40205,43024,39908,40731,3000,2001,3520,0,2000,2000,NO
50000,2,2,50,43638,42146,30026,29857,30619,30376,2200,1700,2000,1261,1419,1400,NO
50000,2,1,54,44159,41904,46174,40675,0,0,5000,5000,2000,0,0,0,NO
50000,1,2,47,44193,44790,29397,29157,29765,29941,1806,1752,1168,1205,1207,1199,NO
50000,1,2,34,44687,39137,39877,28471,29309,28409,2138,44447,2202,2004,1202,1051,NO
50000,2,1,70,44742,45737,46814,47978,48733,50241,1737,1814,1978,1733,2241,1700,NO
50000,2,2,39,45397,47264,44090,36501,28493,24663,3015,3025,2029,2015,1001,2000,NO
50000,2,2,59,45404,38383,39851,27258,27679,28619,1700,2156,1200,1010,1400,970,NO
50000,2,2,65,45537,46601,47276,48224,48760,48382,2100,1760,1707,2602,1000,1640,NO
50000,2,1,54,46108,49330,48263,49780,56396,55479,4000,0,2384,8000,0,1852,NO
50000,2,2,53,46393,50022,50895,48598,47668,45400,4700,2000,0,2200,2000,2000,NO
50000,2,1,69,46437,40703,20215,21116,20036,18952,1912,1370,1271,664,658,638,NO
50000,2,1,61,46485,34462,26809,27809,29705,26856,1523,1609,1500,2305,0,1701,NO
50000,1,2,67,46521,47597,48799,41286,16764,16960,2150,2352,1239,717,585,589,NO
50000,1,2,45,47121,46623,46693,31040,30669,30218,1950,1949,1482,1040,913,779,NO
50000,1,2,63,47530,46155,28650,19659,19802,19699,1537,1679,688,713,858,660,NO
50000,1,2,35,47578,33666,16177,16607,17186,17749,2000,2000,1000,1000,1000,1000,NO
50000,2,2,59,47608,48933,51415,48977,10082,9936,2118,3600,7,345,1000,400,NO
50000,1,1,58,47734,47025,48102,48612,49465,50299,1763,1840,1751,1717,1773,1845,NO
50000,1,2,48,47796,49045,45506,41471,18298,19001,2100,1900,2000,1000,1000,1000,NO
50000,1,2,61,48061,47003,13063,25224,14197,13872,2000,2000,2000,2000,2000,2000,NO
50000,1,2,51,48136,72898,36103,29384,29356,29089,3700,5396,6,1003,1449,1022,NO
50000,2,2,29,48482,39603,23610,18079,18668,17273,2000,1504,1000,1000,1000,1000,NO
50000,2,2,22,48658,46749,42190,30683,29140,28986,1900,1613,1504,1200,1100,1100,NO
50000,2,1,51,48700,47544,47612,48713,49295,49916,2401,2440,2396,1368,1401,1807,NO
50000,2,2,53,48712,49587,21604,14772,9238,9588,2269,1286,1200,332,500,1000,NO
50000,2,1,63,48789,49755,49551,49800,20000,0,1775,2221,1470,400,0,0,NO
50000,1,2,48,48846,48136,72898,36103,29384,29356,1904,3700,5396,6,1003,1449,NO
50000,1,2,36,49076,48923,49158,19270,18776,19167,2063,1298,700,800,815,237,NO
50000,1,2,41,49144,20818,17890,18310,17931,18633,1500,1300,700,1000,1000,1000,NO
50000,2,2,57,49144,48202,43656,29466,29936,30350,1837,1462,1038,1086,1069,1034,NO
50000,2,1,69,49387,50284,50639,48563,49628,48293,2000,1727,1846,1777,1665,1500,NO
50000,2,2,35,49397,50388,51450,47867,51045,51118,2100,2200,0,4300,2100,0,NO
50000,1,2,67,49411,50385,50207,48974,19090,780,2100,2183,1211,1362,390,780,NO
50000,2,2,56,49819,50135,32101,17401,19820,17399,1672,1246,574,3000,649,285,NO
50000,1,2,51,49907,49355,34833,28614,29133,29340,1963,1539,1200,719,43945,1001,NO
50000,1,2,60,49946,48808,45469,20228,18900,19066,0,2079,693,1080,700,1004,NO
50000,2,2,51,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,NO
50000,1,2,60,49989,48512,43701,40429,9727,9606,1800,2000,1118,1000,500,1000,NO
50000,2,2,32,50062,34819,48909,15033,3198,0,2000,15412,870,3198,0,0,NO
50000,2,2,46,50096,49917,0,24415,25305,25775,1000,0,24415,1295,1275,0,NO
50000,1,2,24,50140,15519,19520,21103,20101,20402,3000,5000,2300,0,1000,2000,NO
50000,2,2,30,50162,48982,43579,43825,28396,27437,0,2207,2300,1006,1000,1100,NO
50000,1,2,58,50244,17987,18973,19369,19769,19385,1400,1301,700,700,700,700,NO
50000,2,2,32,50537,44686,38493,33769,34211,34944,2554,1900,1355,1300,1300,1500,NO
50000,1,2,62,50603,50116,48063,43787,9226,9628,2500,2505,2531,530,2000,1000,NO
50000,1,2,59,50628,50705,50328,19542,19439,19683,2235,1858,823,838,702,687,NO
50000,1,2,44,50645,48259,45079,30783,1727,150,0,2177,1702,2000,350,0,NO
50000,2,2,39,50649,50607,49903,41083,29635,30261,1905,1801,1468,1043,1085,1193,NO
50000,2,2,22,50789,52158,51051,50959,51121,49344,2500,0,2100,3500,0,2000,NO
50000,1,2,30,50801,50143,49586,19430,19375,18995,2360,1700,1000,900,870,2130,NO
50000,2,2,65,50870,49831,47162,47696,36476,32654,1985,2316,1850,1500,1200,5196,NO
50000,1,2,23,50963,49720,50839,93436,46733,50925,1844,1963,2635,1750,5000,2160,NO
50000,1,2,53,51112,51086,51365,50579,20413,20452,2109,2388,1602,900,838,707,NO
50000,1,2,61,51116,49042,54439,9753,9952,9352,0,2327,1072,199,9000,298,NO
50000,2,2,56,51261,51493,50136,20287,20281,20027,2600,2000,730,800,900,750,NO
50000,2,2,42,52227,55264,52028,32140,32216,31482,5350,0,1085,2000,1226,2415,NO
50000,1,2,26,52359,51158,3957,52522,31921,29265,2064,1053,53874,1009,934,719,NO
50000,2,2,44,53159,50465,50744,41232,14459,17225,2000,2097,2224,1000,3000,633,NO
50000,1,2,46,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600,NO
50000,2,2,53,54519,53638,53676,51786,34919,33571,2000,2880,1950,1050,1010,1220,NO
50000,2,2,25,97043,39837,6928,17006,17363,17707,2000,6943,17006,630,633,657,NO
60000,2,2,31,0,0,0,0,150,560,0,0,0,150,560,1170,NO
60000,2,2,32,0,0,1668,844,200,2930,0,1668,844,1044,2930,3783,NO
60000,1,2,58,836,836,6842,4603,3884,760,836,6842,1000,117,760,10038,NO
60000,2,2,43,3485,2488,20956,22462,21476,23164,0,24419,2018,15000,2000,2000,NO
60000,2,2,44,5648,12270,0,0,479,27485,12270,0,0,479,27485,0,NO
60000,2,2,61,6686,1049,14020,4880,2034,978,1049,14020,4880,2233,2968,8067,NO
60000,2,2,54,8086,6936,4102,3891,4669,6083,3015,4102,0,1000,1500,1000,NO
60000,1,2,39,8169,11027,27469,150,262,3467,3000,17000,0,262,3467,11250,NO
60000,2,2,23,9970,7699,9479,10213,10000,11832,1020,9479,1000,200,1832,5889,NO
60000,2,2,33,15050,16203,16891,15474,14612,16354,2000,1300,2000,1000,2000,1000,NO
60000,1,2,52,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,NO
60000,1,2,29,17054,16963,17298,17889,17847,17827,1600,1300,1277,625,644,639,NO
60000,1,2,44,20873,22228,22691,22816,26587,22917,2000,1246,720,4780,1700,4000,NO
60000,2,2,60,22504,23547,24877,21465,21218,21300,1420,1750,1338,761,925,887,NO
60000,1,1,39,24608,18686,18571,18118,16179,12919,1400,1500,1295,3655,330,507,NO
60000,2,2,28,27295,27403,23837,23078,22618,23950,1724,1600,1000,1000,2500,1300,NO
60000,2,2,60,29717,28208,21372,18746,16745,16544,2076,1500,1500,689,2000,2983,NO
60000,2,2,68,29832,18628,15069,15761,5879,-2879,1538,1308,1000,118,1329,41378,NO
60000,1,2,33,33270,16636,17321,17421,18421,891,1715,1400,500,1000,900,19000,NO
60000,2,2,33,35138,35776,34783,32158,28991,28434,1553,2000,1508,1080,1003,1000,NO
60000,2,2,32,44238,47076,48871,47669,48135,50056,4000,3000,0,1500,3000,2750,NO
60000,1,2,30,47757,26340,16532,15782,17782,9450,1468,2000,0,2000,0,0,NO
60000,2,2,55,48890,43651,34358,34986,35770,36622,2000,1800,1500,1500,1600,1500,NO
60000,2,2,53,50840,49592,44412,45402,35704,36524,2100,1847,1837,1139,1254,1387,NO
60000,2,2,34,52676,41956,29626,29804,28045,28629,1778,1794,1772,1200,1186,1513,NO
60000,2,2,29,53910,55028,56449,56273,28316,30763,2600,2900,2034,2000,3000,1000,NO
60000,2,2,32,54216,55313,56127,57149,53721,54703,2000,2100,2000,2100,2000,2153,NO
60000,1,2,65,54809,-827,1188,792,0,27248,0,2188,0,0,27248,1000,NO
60000,2,2,36,56119,57282,58533,59349,55302,56563,2664,2800,2400,2100,2181,2213,NO
60000,2,2,43,57147,58104,58311,58828,58945,57918,3000,3000,2500,2100,4000,2100,NO
60000,1,2,67,57480,60491,57187,57619,57033,58493,4207,1000,1690,1473,2354,2009,NO
60000,2,2,67,57674,59213,60764,60070,40479,39871,2500,2505,2000,3003,1500,2100,NO
60000,2,2,66,57693,55760,59007,56492,57565,56569,2700,4800,0,2100,2200,2500,NO
60000,2,2,33,57771,53334,0,41645,41833,41481,2336,1414,0,2000,1503,3200,NO
60000,2,2,65,57802,58960,60862,59279,59176,58128,2960,2866,2279,2276,2128,2237,NO
60000,2,2,43,57925,58188,58411,58743,60042,57781,2100,3000,2500,2500,2300,5000,NO
60000,1,2,28,58197,47537,46576,41376,36959,35508,3000,3010,3004,3000,3000,3000,NO
60000,2,2,35,58692,61225,54673,2193,8258,0,5000,1098,2193,8258,0,0,NO
60000,1,2,40,58819,59810,56566,30627,30203,28648,3000,1768,3954,1000,1500,1200,NO
60000,2,2,47,59201,58493,58820,57827,61055,56668,2300,2700,2200,4500,0,2200,NO
60000,2,2,32,59267,60042,59225,59947,60107,57338,2694,2800,2300,2250,2081,2120,NO
60000,2,2,69,60381,39798,38344,37311,37428,38187,1639,1590,1500,1354,1377,1514,NO
60000,1,2,34,60753,54892,59268,17967,20309,17867,2800,6100,621,2609,0,756,NO
60000,2,2,25,60839,59316,59707,18490,19505,20197,3400,1705,1200,1300,1003,1000,NO
70000,2,3,70,4177,2657,2752,1048,462,830,0,1500,0,0,1123,0,NO
70000,2,2,66,5580,0,0,0,0,26529,0,0,0,0,26529,2000,NO
70000,2,2,22,5633,6646,7665,8836,9532,9730,1114,1133,1304,1000,351,2523,NO
70000,2,1,45,8193,7569,8127,8838,8736,10753,1122,2127,2000,1736,2753,2177,NO
70000,2,2,62,8244,10569,8159,8241,9103,9361,2500,0,1000,1000,409,1000,NO
70000,2,2,52,8391,10242,11026,2342,2390,0,2000,1000,2342,48,0,0,NO
70000,2,2,58,10916,12386,9864,5201,6950,7256,2000,2063,2000,2000,421,2000,NO
70000,1,2,47,12109,15328,16854,16741,15154,6060,5328,4000,3000,3007,6060,5133,NO
70000,2,2,27,12954,14425,18171,20861,20231,22831,2000,4000,3000,0,3100,3000,NO
70000,2,2,43,16366,15500,9660,6208,702,4320,1000,9660,6208,702,4320,1650,NO
70000,1,2,63,16861,7553,8670,9764,9954,10144,1300,1400,1400,500,500,1000,NO
70000,2,2,50,19200,19079,17695,17791,15704,16257,500,1300,1240,600,1000,608,NO
70000,2,2,65,27431,27163,18987,20170,15900,0,5006,1400,2013,370,0,0,NO
70000,2,2,51,28059,17712,18642,20011,19147,19056,2000,3000,3000,2000,2000,3668,NO
70000,1,2,49,32536,26351,45870,46918,53153,52174,0,20000,1807,7042,0,1925,NO
70000,2,1,53,33602,41574,30777,30155,14298,1579,10096,3000,1005,2000,1579,2882,NO
70000,2,2,67,34201,49800,26194,27454,28159,25775,1800,2000,2000,1500,1500,0,NO
70000,2,2,43,36175,0,0,680,69257,68557,0,0,680,71867,9812,2900,NO
70000,2,2,40,41485,44697,47229,47956,47056,49565,4200,3600,1800,0,3308,2500,NO
70000,2,2,68,42105,35575,32772,29766,29286,29404,1614,2042,2002,1052,1055,1063,NO
70000,2,2,70,47220,48432,52650,53099,51648,55409,2000,5000,1900,0,4600,0,NO
70000,2,1,53,47663,47470,0,0,0,0,1000,0,0,0,0,0,NO
70000,2,2,44,48432,52650,53099,51648,55409,54366,5000,1900,0,4600,0,2300,NO
70000,1,1,53,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,NO
70000,2,2,35,61094,62483,63882,64733,66680,71243,3000,3000,2500,3000,5800,0,NO
70000,2,2,54,63903,65248,62958,64209,59482,60883,3000,2190,2201,2181,2413,1952,NO
70000,2,2,36,63912,53137,45078,6823,28989,29059,2400,2000,1000,30848,975,863,NO
70000,2,2,22,64927,58840,42859,0,0,2254,2177,5000,0,0,2254,24738,NO
70000,2,2,23,65429,67513,67767,69275,1058,48376,3136,2076,2243,1058,48000,2000,NO
70000,2,2,67,65920,67413,68623,68867,70179,67976,3150,3000,2250,2400,2350,2400,NO
70000,2,1,24,66380,68083,50822,31179,28686,10806,4000,3012,5000,2000,3000,3000,NO
70000,2,2,23,66915,68852,69390,64457,66021,67267,3167,2521,2400,2600,2614,2376,NO
70000,2,2,53,67897,62826,62595,40327,48673,46158,3000,2916,2004,15006,3000,2200,NO
70000,2,1,50,68083,50822,31179,28686,10806,11673,3012,5000,2000,3000,3000,0,NO
70000,2,2,48,68659,68259,14690,9980,15607,15209,3500,1400,700,6000,0,1000,NO
70000,2,2,42,68689,68161,69534,67399,66963,66797,3120,3166,2609,2574,3000,3500,NO
70000,2,2,31,69023,70601,70426,69013,58329,51271,3600,2500,2100,2128,3000,0,NO
70000,2,2,30,69039,68609,69217,69327,68582,68677,3000,4000,3200,3000,3000,3000,NO
70000,2,2,62,69346,70864,68645,28929,28597,28237,3200,13,1008,1103,1100,850,NO
70000,2,2,41,69572,71233,66844,50410,44958,46655,2828,2337,1702,1800,2600,2000,NO
70000,2,2,59,70888,63903,65248,62958,64209,59482,2900,3000,2190,2201,2181,2413,NO
70000,2,2,55,71017,64454,64182,30351,29826,29699,0,1809,2500,0,2000,1500,NO
70000,2,2,39,71339,69515,59878,58318,61865,63695,6,62343,0,4500,3000,2500,NO
70000,2,2,36,75894,70947,59783,18965,15936,1518,10004,3012,1000,1000,1518,20911,NO
70000,2,2,31,110176,56378,57572,58130,59289,61331,2700,2700,2110,2125,3000,2300,NO
80000,2,2,48,0,0,2455,2500,1307,1550,0,2455,2500,1307,1550,896,NO
80000,2,2,41,0,0,0,0,0,0,0,0,0,0,0,400,NO
80000,1,2,56,0,832,416,416,416,416,1248,416,416,416,416,416,NO
80000,2,2,64,0,0,0,0,0,0,0,0,0,0,0,0,NO
80000,2,2,41,0,698,4949,967,5762,0,698,4949,967,5775,0,0,NO
80000,2,2,44,329,49,317,827,390,120,500,320,900,400,120,400,NO
80000,2,2,44,386,1392,18634,5433,2053,5781,1396,18754,5449,2059,5798,3098,NO
80000,2,2,47,390,1063,390,741,390,765,1063,390,741,390,765,390,NO
80000,2,2,35,390,2463,3409,12091,3371,3558,2463,1789,12091,3371,4682,500,NO
80000,2,1,65,754,-69,3330,2699,1853,184,0,3399,0,1853,184,1350,NO
80000,2,2,50,1138,800,179,1755,0,1190,804,179,1755,0,1190,0,NO
80000,2,2,68,1275,887,890,382,2786,2557,2,893,382,2794,2561,77004,NO
80000,1,2,60,1430,0,0,872,22872,20641,0,0,872,22000,2002,2001,NO
80000,2,1,34,1462,2472,0,492,0,0,1502,0,492,0,0,0,NO
80000,1,2,53,2130,3100,173,173,3435,11962,1010,173,0,3438,10004,5500,NO
80000,2,2,22,2254,620,4220,8540,8540,8540,0,3600,4500,0,0,4932,NO
80000,2,2,22,2530,3041,6603,1483,1485,4665,3055,6622,1483,2,4683,1700,NO
80000,2,2,70,3278,4000,0,0,0,0,1000,0,0,0,0,0,NO
80000,2,2,55,3940,4115,84,8708,8728,2793,4117,84,8708,20,2795,0,NO
80000,2,2,38,9591,1726,0,0,0,0,1000,0,0,0,0,0,NO
80000,2,2,40,12098,11607,14814,14163,13770,15323,0,3412,0,0,1810,23,NO
80000,2,2,44,13118,11622,12011,3210,1651,2256,1500,1511,1000,1000,2256,924,NO
80000,2,1,56,15621,3760,1368,0,1421,0,3768,1368,0,1421,0,0,NO
80000,2,2,55,17220,14844,12718,8808,7952,7925,1400,1600,1088,245,636,0,NO
80000,2,2,46,19167,10192,7241,3261,6264,891,3000,2005,3261,3003,891,2070,NO
80000,2,2,22,19188,18774,12339,11312,8324,7079,1374,1235,1101,270,1000,1000,NO
80000,2,2,68,30985,44300,0,0,0,0,14300,0,0,0,0,0,NO
80000,2,2,29,31815,30672,33185,28600,29101,28939,4038,3199,914,850,2055,8318,NO
80000,2,2,35,34106,33045,32318,30171,32950,30899,3000,3000,2000,5000,3000,6000,NO
80000,1,2,55,35926,32813,22638,18805,6058,0,5041,4238,5051,3118,0,0,NO
80000,2,2,30,41444,14262,14631,8592,1425,88516,1306,1500,1500,1425,88516,3300,NO
80000,2,2,22,42377,32482,20782,11632,64989,62392,2008,1000,11632,64989,1470,5027,NO
80000,2,2,53,47952,45713,46752,46375,46893,47872,1732,1771,1714,1632,1687,1749,NO
80000,2,1,58,48578,50789,54936,55735,56699,55632,3000,5000,2300,2000,0,2500,NO
80000,1,2,28,50781,29297,78589,78806,50663,50214,4400,50000,3034,1800,1817,1750,NO
80000,1,2,51,52991,50195,44410,22649,20650,0,2121,2358,3123,1500,0,0,NO
80000,2,2,58,56222,52268,29402,20983,21096,22252,2000,1800,1700,759,1500,1100,NO
80000,2,2,51,58850,59867,47925,23642,21707,20544,2700,4500,1000,933,5000,500,NO
80000,2,2,50,60423,55120,20407,18839,3810,23836,2007,2000,1014,0,23836,3000,NO
80000,2,2,48,62550,0,10000,18150,7490,7490,10000,10000,18150,7490,7490,7490,NO
80000,2,2,55,68250,68817,71181,68997,70364,71842,3000,3500,3000,2503,2596,3000,NO
80000,2,2,53,70411,75874,76710,74792,79636,77757,6657,2629,0,6000,0,3000,NO
80000,2,2,51,72383,73620,53728,31989,20058,196,3500,2354,2027,800,196,184,NO
80000,2,1,49,74377,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0,NO
80000,2,2,54,75125,77353,78321,73731,39643,39457,3503,5001,2092,1218,1445,878,NO
80000,2,2,43,75356,78236,77700,58025,59527,60778,5000,4176,4000,3000,2141,3000,NO
80000,2,2,41,77139,78690,57259,56939,59066,60008,3010,2100,2000,3000,2500,2100,NO
80000,1,2,56,77225,75429,71977,56023,47582,48039,3649,2502,2205,1702,1800,1908,NO
80000,2,2,67,77615,77303,66396,55639,56873,58390,3100,2586,2000,2500,3000,2500,NO
80000,2,2,70,77883,78749,77025,66725,21604,9352,3500,4000,2784,1882,1000,457,NO
80000,2,2,69,78749,77025,66725,21604,9352,9276,4000,2784,1882,1000,457,20000,NO
80000,2,2,65,78862,71124,59692,58055,44578,45889,4000,3000,1844,1567,2000,2000,NO
80000,2,2,24,78913,78726,70110,62590,54177,60662,2900,2329,2400,2000,7400,0,NO
80000,1,2,61,79047,81120,69986,46965,46518,47330,3837,2800,2008,1700,2000,1800,NO
80000,2,2,55,79243,75254,58683,58886,60035,57264,3249,3000,5000,2500,2300,2200,NO
80000,2,1,35,79393,77400,78453,48027,52378,49750,3400,3000,5027,8500,0,4000,NO
80000,2,2,53,80235,81960,79121,59165,60084,59920,3626,3862,2056,2200,2130,2213,NO
80000,2,2,60,80690,79451,80672,79681,78569,79817,2852,2906,2828,2790,2887,3100,NO
80000,2,2,65,81111,67891,56993,42663,43136,43676,3000,7139,6000,1694,2000,3000,NO
90000,2,2,30,491,0,0,0,0,0,0,0,0,0,0,0,NO
90000,2,2,60,520,0,0,0,0,0,0,0,0,0,0,0,NO
90000,2,2,66,3386,-63,0,1176,0,0,0,780,1176,0,0,0,NO
90000,2,0,28,3700,20833,23968,13574,6800,1830,20108,4000,13574,14,5,13162,NO
90000,2,2,41,10648,10951,11288,10852,10519,9235,1500,1529,1113,800,0,2000,NO
90000,2,2,56,12750,15359,16404,17424,18925,18483,3155,1600,1600,2100,0,1500,NO
90000,2,2,40,13137,10724,9621,17701,15496,9341,0,1000,10000,0,1000,3105,NO
90000,2,2,33,14329,14520,14747,4753,5152,4664,3000,1240,1220,1000,500,800,NO
90000,2,2,25,14520,14747,4753,5152,4664,4833,1240,1220,1000,500,800,1680,NO
